# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b5 (bond) ncp: 13 ncpcel: 13
# rho: 3.137795072E-01 grad: 2.500538196E-15 lap: -9.019386871E-01
# starting position (cryst.): 0.57733558   0.35645714   0.49411765   
# starting position (bohr): 1.13598238   -1.97363576  -0.00001294  
# starting path direction (bohr): -0.86641020  -0.49933291  0.00000125   
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 4 ncpcel: 4
# rho: 1.224259735E+02 grad: 0.000000000E+00 lap: -4.123135600E+06
# end position (cryst.): 0.49664593   0.30995864   0.49411927   
# end position (bohr): 0.00000000   -2.62826100  0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
  0.228064988389E+01  -0.380021709232E+00  -0.126624939565E-04   0.337838738654E+00   0.228057882296E-03  -0.130085785103E+00   0.754819132011E-07  -0.774225598494E+00  -0.250390940493E-02   0.690450448219E-05   0.516643602204E+00   0.434661893409E-05  -0.666266425395E+00 
  0.228066061170E+01  -0.390021703477E+00  -0.126510564424E-04   0.339165568851E+00   0.123765864467E-03  -0.135280915539E+00   0.134243839217E-06  -0.787728284587E+00   0.249826688006E-01  -0.138180865862E-04   0.514942551816E+00  -0.996897367693E-05  -0.676642599352E+00 
  0.228065282242E+01  -0.400021700444E+00  -0.126352738010E-04   0.340543286981E+00  -0.224610475334E-03  -0.140156593631E+00   0.234971077345E-06  -0.791655237278E+00   0.328005016517E-01  -0.236043522858E-04   0.453056696243E+00  -0.123440626465E-04  -0.706172426038E+00 
  0.228064247281E+01  -0.410021695088E+00  -0.126083187091E-04   0.341966071796E+00  -0.285867809392E-03  -0.144288347804E+00   0.401385380834E-06  -0.822899099782E+00  -0.239152147958E-01  -0.317599820718E-04   0.397886627740E+00  -0.306286451246E-04  -0.719653735870E+00 
  0.228064675925E+01  -0.420021694169E+00  -0.125605464789E-04   0.343429584522E+00   0.124732177456E-03  -0.148496113787E+00   0.768284671088E-06  -0.821967051993E+00  -0.348137962767E-01  -0.204254763224E-04   0.458192070570E+00  -0.483193353358E-04  -0.712109627865E+00 
  0.228066605707E+01  -0.430021675549E+00  -0.124863897102E-04   0.344938525637E+00   0.386684707943E-03  -0.153338040547E+00   0.124879505467E-05  -0.807727967725E+00  -0.259475540750E-01   0.266945488224E-04   0.492995089884E+00  -0.568463431898E-04  -0.708588475547E+00 
  0.228069527732E+01  -0.440021632857E+00  -0.123884430692E-04   0.346497096999E+00   0.583425571870E-03  -0.158516524465E+00   0.173980778949E-05  -0.816733362967E+00  -0.173094251234E-01   0.849458916372E-04   0.589260784279E+00  -0.537095596942E-04  -0.718255175090E+00 
  0.228072449758E+01  -0.450021590165E+00  -0.122904964286E-04   0.348115743954E+00   0.596206659052E-03  -0.165495868197E+00   0.199945695365E-05  -0.850077157468E+00   0.137540791667E-01   0.938063631883E-04   0.772693506213E+00   0.414975698085E-05  -0.740312812984E+00 
  0.228075098248E+01  -0.460021555092E+00  -0.121893481375E-04   0.349811795805E+00   0.360927554266E-03  -0.173965972594E+00   0.152572787291E-05  -0.850347671573E+00   0.235690345162E-01   0.107488996132E-03   0.923435375505E+00   0.712849957530E-04  -0.744824463780E+00 
  0.228076580080E+01  -0.470021544113E+00  -0.121323262001E-04   0.351600089655E+00   0.201300616811E-03  -0.183926982603E+00   0.679455082746E-06  -0.860540822903E+00   0.676889807311E-03   0.681434793593E-04   0.106329169038E+01   0.660681339645E-04  -0.760904901522E+00 
  0.228077745619E+01  -0.480021537320E+00  -0.120981416254E-04   0.353494436214E+00   0.214864173520E-03  -0.195136030236E+00   0.545850608664E-06  -0.880162624020E+00   0.996499625551E-02  -0.228473029040E-04   0.117886988027E+01  -0.308248366478E-04  -0.775400873547E+00 
  0.228077572608E+01  -0.490021537171E+00  -0.120592742672E-04   0.355505778764E+00  -0.146153828234E-03  -0.207169890674E+00   0.853733375152E-06  -0.911376473226E+00   0.600021377813E-01  -0.429030781709E-04   0.120186306704E+01  -0.350238407829E-04  -0.811451188837E+00 
  0.228075904538E+01  -0.500021523258E+00  -0.120087438935E-04   0.357636573858E+00  -0.551238890233E-03  -0.218855285155E+00   0.117356179187E-05  -0.923399975392E+00   0.868004211705E-02  -0.609107040312E-04   0.112273139956E+01  -0.467735059999E-04  -0.882922824649E+00 
  0.228075234071E+01  -0.510021521010E+00  -0.119329895978E-04   0.359882250133E+00  -0.135515427943E-03  -0.230489317986E+00   0.191088693988E-05  -0.979608043060E+00  -0.774933820380E-01  -0.642454011395E-04   0.122189575627E+01  -0.100502817752E-03  -0.844195303882E+00 
  0.228075945859E+01  -0.520021518476E+00  -0.118213648972E-04   0.362251693948E+00   0.330448986055E-03  -0.243744602684E+00   0.299822744000E-05  -0.951999870093E+00  -0.271256210795E-01  -0.210016440422E-05   0.140489461421E+01  -0.131522180362E-03  -0.857672042833E+00 
  0.228077484328E+01  -0.530021506641E+00  -0.116720130192E-04   0.364760334849E+00   0.529118883982E-03  -0.258083040565E+00   0.424238474066E-05  -0.966997087673E+00  -0.138186675565E-01   0.119509597695E-03   0.147552826635E+01  -0.137056176434E-03  -0.876868745381E+00 
  0.228079175354E+01  -0.540021492341E+00  -0.115015832196E-04   0.367421263690E+00   0.597469602007E-03  -0.274925124177E+00   0.527934226215E-05  -0.101731642555E+01   0.292026740476E-02   0.185823471648E-03   0.191231722555E+01  -0.778960208122E-04  -0.918057577643E+00 
  0.228080298974E+01  -0.550021486028E+00  -0.113448736139E-04   0.370271175069E+00   0.376630678410E-03  -0.295583665546E+00   0.514338455846E-05  -0.105254904337E+01   0.318800799064E-01   0.208053441092E-03   0.222877721487E+01   0.694670977166E-04  -0.948889742745E+00 
  0.228081422594E+01  -0.560021479714E+00  -0.111881640090E-04   0.373344234696E+00   0.463006269317E-04  -0.319611937537E+00   0.376828541098E-05  -0.107666909364E+01   0.254542555792E-01   0.203101187586E-03   0.257819825272E+01   0.154918814271E-03  -0.981493375158E+00 
  0.228081411614E+01  -0.570021479713E+00  -0.110940390705E-04   0.376674967187E+00  -0.624491300465E-04  -0.347093609648E+00   0.274031890591E-05  -0.112235225402E+01   0.426890606504E-02   0.202188530327E-04   0.291561775434E+01  -0.178611036821E-04  -0.103063441098E+01 
  0.228080852304E+01  -0.580021478148E+00  -0.110063445549E-04   0.380297389035E+00  -0.338096289930E-03  -0.377926616915E+00   0.339296714181E-05  -0.118424159370E+01   0.590919765724E-01  -0.502456553980E-04   0.323297951174E+01  -0.876023332574E-04  -0.108192905914E+01 
  0.228078893915E+01  -0.590021458971E+00  -0.109101789887E-04   0.384241961228E+00  -0.107412327693E-02  -0.411320584986E+00   0.410671738424E-05  -0.122618311669E+01   0.626857647309E-01  -0.684218281442E-04   0.343628797512E+01  -0.733369876286E-04  -0.119049883021E+01 
  0.228076438591E+01  -0.600021428828E+00  -0.108013619662E-04   0.388530039946E+00  -0.121152505265E-02  -0.446756855803E+00   0.507014519697E-05  -0.133270603445E+01  -0.391989248985E-01  -0.861502391259E-04   0.373557559953E+01  -0.175138965574E-03  -0.123070797101E+01 
  0.228074722189E+01  -0.610021414097E+00  -0.106693164299E-04   0.393192295766E+00  -0.644885172106E-03  -0.486534228319E+00   0.684367823874E-05  -0.136933770468E+01  -0.219226144322E-01  -0.611224409470E-04   0.425756829388E+01  -0.222944879947E-03  -0.127919496815E+01 
  0.228073480820E+01  -0.620021406390E+00  -0.105098161800E-04   0.398278520805E+00  -0.534569212553E-03  -0.531437636014E+00   0.904601845543E-05  -0.141911320150E+01  -0.426639040291E-02   0.709288820239E-04   0.470759218238E+01  -0.253870414761E-03  -0.134392984879E+01 
  0.228072394029E+01  -0.630021400483E+00  -0.103275386332E-04   0.403837140393E+00  -0.541332991028E-03  -0.581443774170E+00   0.112947815179E-04  -0.151349316156E+01   0.104201207685E-01   0.220244001028E-03   0.542700026781E+01  -0.235813584789E-03  -0.143434996977E+01 
  0.228070986201E+01  -0.640021390571E+00  -0.101417650114E-04   0.409938826529E+00  -0.853631970779E-03  -0.640249750792E+00   0.125682479702E-04  -0.163892918159E+01   0.603032205698E-01   0.250793427584E-03   0.627756510570E+01  -0.576411100582E-04  -0.154203666442E+01 
  0.228068995950E+01  -0.650021370764E+00  -0.997347525367E-05   0.416669057494E+00  -0.153345496271E-02  -0.707217793764E+00   0.120507681458E-04  -0.173629949405E+01   0.743513236238E-01   0.300752260468E-03   0.713137417519E+01   0.976962176843E-04  -0.165395978017E+01 
  0.228066529568E+01  -0.660021340348E+00  -0.982302039798E-05   0.424113131366E+00  -0.212820802375E-02  -0.783146432736E+00   0.107681679079E-04  -0.186713833994E+01   0.501961219343E-01   0.172082141591E-03   0.806194123657E+01   0.318846281586E-04  -0.179493647089E+01 
  0.228064063186E+01  -0.670021309932E+00  -0.967256554141E-05   0.432363806857E+00  -0.269104996439E-02  -0.868630989424E+00   0.117953467935E-04  -0.202973298476E+01   0.900000945337E-01  -0.338252148872E-04   0.904873666773E+01  -0.225252353296E-03  -0.195295490418E+01 
  0.228060478825E+01  -0.680021245692E+00  -0.953126574332E-05   0.441519132235E+00  -0.390189751913E-02  -0.964048096430E+00   0.137393961517E-04  -0.222025285473E+01   0.158346400264E+00  -0.511531049818E-04   0.100256924404E+02  -0.212417500750E-03  -0.216142262076E+01 
  0.228056019814E+01  -0.690021146277E+00  -0.938792619909E-05   0.451677455736E+00  -0.507365773883E-02  -0.106925658334E+01   0.153938233982E-04  -0.242865647610E+01   0.795899500614E-01  -0.485542122600E-04   0.110309614534E+02  -0.229059716301E-03  -0.242982730797E+01 
  0.228051569174E+01  -0.700021047234E+00  -0.923816914034E-05   0.462944486227E+00  -0.518271776396E-02  -0.118652373665E+01   0.181473728604E-04  -0.269074816253E+01  -0.503574746172E-02  -0.699068255392E-04   0.124476120801E+02  -0.351102287618E-03  -0.259752609249E+01 
  0.228047350422E+01  -0.710020958243E+00  -0.907817915419E-05   0.475459055787E+00  -0.544079560291E-02  -0.131902384875E+01   0.216642486097E-04  -0.288208638381E+01   0.596492194774E-01  -0.318705372107E-05   0.140310696057E+02  -0.427526839374E-03  -0.283948673920E+01 
  0.228043224991E+01  -0.720020873146E+00  -0.890803368536E-05   0.489377629173E+00  -0.598039296005E-02  -0.146746505931E+01   0.255995709747E-04  -0.314791122541E+01   0.754543963169E-01   0.144101715972E-03   0.157184071443E+02  -0.452967450667E-03  -0.312562081816E+01 
  0.228038989631E+01  -0.730020783452E+00  -0.873258304335E-05   0.504875527254E+00  -0.688589071384E-02  -0.163595634494E+01   0.293371438594E-04  -0.352650443792E+01   0.148460345712E+00   0.222903103260E-03   0.179752715839E+02  -0.362995550684E-03  -0.346344761386E+01 
  0.228034356531E+01  -0.740020676122E+00  -0.856070943200E-05   0.522170466458E+00  -0.866307371502E-02  -0.182675079593E+01   0.315641201029E-04  -0.390641033019E+01   0.224049258149E+00   0.285032983710E-03   0.202264931237E+02  -0.223693435196E-03  -0.386910452778E+01 
  0.228029327008E+01  -0.750020549639E+00  -0.839742116865E-05   0.541490409105E+00  -0.106865135245E-01  -0.204138542493E+01   0.327216591005E-04  -0.433593796599E+01   0.210428496718E+00   0.262257517966E-03   0.227442995227E+02  -0.183445801418E-03  -0.432351843909E+01 
  0.228024001788E+01  -0.760020407847E+00  -0.823802069583E-05   0.563087008369E+00  -0.123998344092E-01  -0.228249693755E+01   0.352857268674E-04  -0.485073296248E+01   0.205884610660E+00  -0.125088865995E-07   0.255241838803E+02  -0.527385017502E-03  -0.484629676753E+01 
  0.228018278581E+01  -0.770020244069E+00  -0.807899762689E-05   0.587238728641E+00  -0.147388359537E-01  -0.255284828154E+01   0.403374823254E-04  -0.545457653272E+01   0.327555512102E+00  -0.339688413488E-04   0.285658135180E+02  -0.603224766213E-03  -0.543749414442E+01 
  0.228012555373E+01  -0.780020080291E+00  -0.791997455840E-05   0.614248336908E+00  -0.179726217668E-01  -0.285430265374E+01   0.452884320445E-04  -0.609418621485E+01   0.328320710689E+00  -0.128035122348E-06   0.317665722342E+02  -0.564691577792E-03  -0.618603092642E+01 
  0.228006275028E+01  -0.790019883074E+00  -0.776074555420E-05   0.644438459894E+00  -0.200519527967E-01  -0.318987110604E+01   0.511303376567E-04  -0.693196468791E+01   0.164428494387E+00  -0.628491936332E-05   0.355394250951E+02  -0.810340710961E-03  -0.688933131484E+01 
  0.228000179833E+01  -0.800019697314E+00  -0.759877523970E-05   0.678186852249E+00  -0.214195892913E-01  -0.356724390444E+01   0.582148148427E-04  -0.769871977719E+01   0.248101391867E+00  -0.348490505530E-04   0.400590141402E+02  -0.893410843787E-03  -0.771185260084E+01 
  0.227994208831E+01  -0.810019519047E+00  -0.743383283330E-05   0.715941699061E+00  -0.236574294260E-01  -0.399163329398E+01   0.663372538855E-04  -0.861348555260E+01   0.298956412168E+00   0.502298530449E-04   0.448934603541E+02  -0.993120617367E-03  -0.864734005578E+01 
  0.227988273725E+01  -0.820019342916E+00  -0.726687938979E-05   0.758193831933E+00  -0.264443171437E-01  -0.446836553150E+01   0.750081091146E-04  -0.973944228779E+01   0.373585417051E+00   0.129231925874E-03   0.507356324546E+02  -0.103368695632E-02  -0.976571501310E+01 
  0.227982231555E+01  -0.830019160374E+00  -0.710054440578E-05   0.805521408639E+00  -0.303933859418E-01  -0.500764357652E+01   0.832774887867E-04  -0.110894479561E+02   0.545835130737E+00   0.183633338994E-03   0.571740049026E+02  -0.989669936401E-03  -0.110919868425E+02 
  0.227975979197E+01  -0.840018964911E+00  -0.693714481326E-05   0.858573165733E+00  -0.355765754639E-01  -0.561436292175E+01   0.912705661831E-04  -0.125450463007E+02   0.620371445799E+00   0.234383464097E-03   0.642884810122E+02  -0.994300352440E-03  -0.125682120208E+02 
  0.227969557537E+01  -0.850018758719E+00  -0.677695370133E-05   0.918060247545E+00  -0.409298026491E-01  -0.629586842866E+01   0.997393691216E-04  -0.142735574878E+02   0.623703930470E+00   0.596194493962E-04   0.721254730661E+02  -0.120393769504E-02  -0.143130845116E+02 
  0.227962943412E+01  -0.860018539982E+00  -0.661841007288E-05   0.984767238397E+00  -0.469216512289E-01  -0.705964629554E+01   0.111286361969E-03  -0.162785486799E+02   0.810550448376E+00  -0.762005232932E-04   0.807551393784E+02  -0.149904757697E-02  -0.163148275006E+02 
  0.227956067575E+01  -0.870018303593E+00  -0.646143116434E-05   0.105955508230E+01  -0.551283955792E-01  -0.791297624318E+01   0.123942041824E-03  -0.186064532417E+02   0.104346353467E+01  -0.491671521393E-04   0.900006154857E+02  -0.156085643785E-02  -0.187116922167E+02 
  0.227949072838E+01  -0.880018058957E+00  -0.630485035868E-05   0.114335190730E+01  -0.635165871567E-01  -0.886293276213E+01   0.137565215544E-03  -0.212753601121E+02   0.876570383105E+00   0.190699055480E-04   0.100194012609E+03  -0.199588348928E-02  -0.214905467927E+02 
  0.227942078102E+01  -0.890017814321E+00  -0.614826955259E-05   0.123718411775E+01  -0.697965527968E-01  -0.992312128549E+01   0.155437945227E-03  -0.242883354494E+02   0.826682335568E+00  -0.808478591637E-04   0.112275549909E+03  -0.218273418461E-02  -0.243245796818E+02 
  0.227935074786E+01  -0.900017569084E+00  -0.599135714152E-05   0.134226360088E+01  -0.777826343184E-01  -0.111156916418E+02   0.174616706062E-03  -0.275926646746E+02   0.107250736778E+01  -0.751682345444E-04   0.126356229254E+03  -0.245467786513E-02  -0.277294914856E+02 
  0.227928038219E+01  -0.910017321514E+00  -0.583426412293E-05   0.145998828950E+01  -0.880123734424E-01  -0.124541386652E+02   0.195653311856E-03  -0.316093348949E+02   0.137898843232E+01  -0.505968213839E-04   0.141744830592E+03  -0.259113915918E-02  -0.316905155669E+02 
  0.227920931458E+01  -0.920017068979E+00  -0.567825453857E-05   0.159191844708E+01  -0.996005500344E-01  -0.139620773818E+02   0.217095949128E-03  -0.362088600583E+02   0.144817601021E+01  -0.137375507528E-03   0.160197434793E+03  -0.298238335854E-02  -0.364883343903E+02 
  0.227913782259E+01  -0.930016813419E+00  -0.552286181632E-05   0.173988862787E+01  -0.112223710184E+00  -0.156658487166E+02   0.243135250363E-03  -0.415579575067E+02   0.167816943848E+01   0.605546113013E-06   0.180969885391E+03  -0.337718166917E-02  -0.416631103039E+02 
  0.227906569151E+01  -0.940016553270E+00  -0.536842103482E-05   0.190597437913E+01  -0.127317718583E+00  -0.175886429280E+02   0.271044991984E-03  -0.476671641769E+02   0.195936337911E+01   0.138242833517E-04   0.203890240814E+03  -0.360402209359E-02  -0.477879904239E+02 
  0.227899286946E+01  -0.950016288113E+00  -0.521493064687E-05   0.209246916458E+01  -0.144285363409E+00  -0.197512894917E+02   0.302551674482E-03  -0.548438268309E+02   0.221246821926E+01   0.176028177645E-04   0.229067466154E+03  -0.422768374041E-02  -0.549705141504E+02 
  0.227891890244E+01  -0.960016014552E+00  -0.506303393877E-05   0.230189015853E+01  -0.164470291899E+00  -0.221773344434E+02   0.336254841476E-03  -0.633360971069E+02   0.274861149536E+01  -0.493240146248E-05   0.256394006657E+03  -0.430912085732E-02  -0.634756814483E+02 
  0.227884344259E+01  -0.970015729837E+00  -0.491305811412E-05   0.253696864965E+01  -0.189392940550E+00  -0.248860043303E+02   0.370655314800E-03  -0.730800916269E+02   0.313238535455E+01  -0.695563615857E-04   0.285816173262E+03  -0.478002831404E-02  -0.736477099676E+02 
  0.227876694997E+01  -0.980015437276E+00  -0.476431998742E-05   0.280066896871E+01  -0.215021781338E+00  -0.279096169420E+02   0.414501025061E-03  -0.845981743726E+02   0.320427929326E+01   0.166188227331E-03   0.319989497159E+03  -0.575251703393E-02  -0.847261065365E+02 
  0.227868935715E+01  -0.990015136238E+00  -0.461690146158E-05   0.309639858927E+01  -0.243749266804E+00  -0.312989349274E+02   0.459948413242E-03  -0.977477926236E+02   0.396439029221E+01   0.138481016206E-03   0.358499632425E+03  -0.627420648409E-02  -0.981324367374E+02 
  0.227861176433E+01  -0.100001483520E+01  -0.446948293575E-05   0.342801093147E+01  -0.277606194588E+00  -0.350922102050E+02   0.511350239211E-03  -0.113285446587E+03   0.441641969178E+01   0.809055595869E-04   0.400980298435E+03  -0.714555153981E-02  -0.113752184924E+03 
  0.227853232042E+01  -0.101001451963E+01  -0.432396813244E-05   0.379978590341E+01  -0.314077100033E+00  -0.393439579163E+02   0.571569644935E-03  -0.131294302533E+03   0.482072725482E+01   0.133562579994E-03   0.451028247141E+03  -0.846321453873E-02  -0.131749978411E+03 
  0.227845236039E+01  -0.102001419994E+01  -0.417874833714E-05   0.421669457160E+01  -0.353517888734E+00  -0.441277155239E+02   0.640436622992E-03  -0.152051408866E+03   0.532431286860E+01   0.162159776371E-03   0.506691535389E+03  -0.950950747488E-02  -0.152731890650E+03 
  0.227837236428E+01  -0.103001387997E+01  -0.403356424616E-05   0.468433886772E+01  -0.395945721467E+00  -0.495032104051E+02   0.718747668521E-03  -0.176359908283E+03   0.578750007519E+01   0.156366280059E-03   0.569760109398E+03  -0.110344028462E-01  -0.177268276581E+03 
  0.227829285584E+01  -0.104001356388E+01  -0.388789204564E-05   0.520904152763E+01  -0.440714502143E+00  -0.555546497030E+02   0.810448391142E-03  -0.204577150567E+03   0.615248797770E+01   0.283913097265E-03   0.642182528170E+03  -0.128522033595E-01  -0.205639203678E+03 
  0.227821440423E+01  -0.105001325614E+01  -0.374138607517E-05   0.579805672112E+01  -0.486998518259E+00  -0.623833239454E+02   0.915907517513E-03  -0.237764512718E+03   0.664838764375E+01   0.247843069551E-04   0.725337891903E+03  -0.147974734010E-01  -0.238624803081E+03 
  0.227813719807E+01  -0.106001295810E+01  -0.359394562466E-05   0.645970421207E+01  -0.537717258997E+00  -0.700996211756E+02   0.103627042175E-02  -0.276690746247E+03   0.753062496380E+01  -0.640105791241E-04   0.819778933089E+03  -0.168601877707E-01  -0.277295563776E+03 
  0.227806088328E+01  -0.107001266689E+01  -0.344607801495E-05   0.720342866859E+01  -0.597694845612E+00  -0.788171775926E+02   0.116861375054E-02  -0.322937400215E+03   0.909763910664E+01  -0.258995548570E-03   0.925463706011E+03  -0.182015387231E-01  -0.323359701601E+03 
  0.227798504453E+01  -0.108001237931E+01  -0.329815864530E-05   0.803979669157E+01  -0.670011611844E+00  -0.886470629951E+02   0.131232666665E-02  -0.377932097466E+03   0.105379110412E+02  -0.266017350346E-03   0.104270338408E+04  -0.209299249181E-01  -0.378448477799E+03 
  0.227790943895E+01  -0.109001209350E+01  -0.315044432808E-05   0.898056948756E+01  -0.752083246040E+00  -0.997226828076E+02   0.147365544239E-02  -0.443440271400E+03   0.121554204764E+02  -0.166372417630E-03   0.117500840025E+04  -0.235202620289E-01  -0.443872489229E+03 
  0.227783384489E+01  -0.110001180777E+01  -0.300320850055E-05   0.100389893840E+02  -0.846693380427E+00  -0.112203121147E+03   0.165232674167E-02  -0.521695019501E+03   0.140974403332E+02  -0.642735480469E-06   0.132366869974E+04  -0.263990709104E-01  -0.522058273863E+03 
  0.227775825083E+01  -0.111001152204E+01  -0.285597267347E-05   0.112299268563E+02  -0.955868805672E+00  -0.126255071839E+03   0.184873405463E-02  -0.615563132893E+03   0.163525494849E+02  -0.573256592323E-05   0.149022352698E+04  -0.296830247991E-01  -0.615831207383E+03 
  0.227768232269E+01  -0.112001123378E+01  -0.271009222041E-05   0.125700815196E+02  -0.108139337944E+01  -0.142082567460E+03   0.206571254659E-02  -0.728554110768E+03   0.190242894482E+02  -0.299247241833E-03   0.167890749124E+04  -0.333648773628E-01  -0.728560927924E+03 
  0.227760584545E+01  -0.113001094134E+01  -0.256542698196E-05   0.140783426330E+02  -0.122733799516E+01  -0.159915324414E+03   0.230496518750E-02  -0.865298079985E+03   0.225354155652E+02  -0.116796618556E-02   0.189158373383E+04  -0.375274367248E-01  -0.864884441584E+03 
  0.227752839464E+01  -0.114001064140E+01  -0.242218999436E-05   0.157759888658E+02  -0.140194040004E+01  -0.180000236062E+03   0.256757569617E-02  -0.103109587717E+04   0.270249545197E+02  -0.140956074904E-02   0.212953551372E+04  -0.421704609650E-01  -0.103099574520E+04 
  0.227744973144E+01  -0.115001033200E+01  -0.228047377693E-05   0.176868653786E+02  -0.160377924703E+01  -0.202610366954E+03   0.285901140760E-02  -0.123310662260E+04   0.310827470454E+02  -0.878097672492E-03   0.239786643402E+04  -0.484149523033E-01  -0.123367649265E+04 
  0.227737003171E+01  -0.116001001439E+01  -0.214002696053E-05   0.198378635351E+02  -0.182763896888E+01  -0.228084439347E+03   0.319152787676E-02  -0.148031200478E+04   0.353022412334E+02  -0.584154256813E-03   0.270324359599E+04  -0.563776848038E-01  -0.148137492228E+04 
  0.227728963262E+01  -0.117000969118E+01  -0.200045487642E-05   0.222595755039E+02  -0.207304456224E+01  -0.256823104538E+03   0.357498211778E-02  -0.178445911360E+04   0.400846094185E+02  -0.395319098829E-03   0.305179090727E+04  -0.658351550504E-01  -0.178575974420E+04 
  0.227720886083E+01  -0.118000936497E+01  -0.186142649072E-05   0.249869097673E+02  -0.234293194758E+01  -0.289288859990E+03   0.401418855990E-02  -0.216138572466E+04   0.457914628902E+02  -0.284593930589E-03   0.344963826324E+04  -0.770523875504E-01  -0.216300287883E+04 
  0.227712800387E+01  -0.119000903808E+01  -0.172266466558E-05   0.280597151042E+02  -0.264030710345E+01  -0.326008973380E+03   0.451802664377E-02  -0.263281725606E+04   0.525057703714E+02  -0.189166840246E-03   0.390389414177E+04  -0.904341855306E-01  -0.263469621388E+04 
  0.227704729281E+01  -0.120000871236E+01  -0.158396053607E-05   0.315234907586E+02  -0.296900340353E+01  -0.367588140444E+03   0.509497098195E-02  -0.322863877166E+04   0.606227588508E+02  -0.719552024393E-04   0.442273231609E+04  -0.106459942259E+00  -0.323076397832E+04 
  0.227696688685E+01  -0.121000838909E+01  -0.144518107614E-05   0.354301865869E+02  -0.333455905224E+01  -0.414710498878E+03   0.575365125673E-02  -0.399107694513E+04   0.706378485859E+02   0.110947406590E-03   0.501372233000E+04  -0.125709847645E+00  -0.399348849925E+04 
  0.227688648089E+01  -0.122000806583E+01  -0.130640161577E-05   0.398389823327E+02  -0.374173091567E+01  -0.468139687811E+03   0.650452385196E-02  -0.498127618792E+04   0.830134271961E+02   0.437546431913E-03   0.568542894073E+04  -0.149316293926E+00  -0.498407319818E+04 
  0.227680681994E+01  -0.123000774853E+01  -0.116731825983E-05   0.448171402455E+02  -0.419933759663E+01  -0.528730775268E+03   0.736047020983E-02  -0.629106984948E+04   0.984860078259E+02   0.176137401672E-03   0.644779534135E+04  -0.178913055177E+00  -0.629378258759E+04 
  0.227672762759E+01  -0.124000743495E+01  -0.102801063573E-05   0.504409843367E+02  -0.472165081921E+01  -0.597439333679E+03   0.832707831334E-02  -0.806386508420E+04   0.120065355242E+03  -0.117727928313E-02   0.730978980320E+04  -0.214366816592E+00  -0.806572940128E+04 
  0.227664864678E+01  -0.125000712305E+01  -0.888723122205E-06   0.567968294204E+02  -0.532938245362E+01  -0.675312859664E+03   0.940500041507E-02  -0.105331094624E+05   0.148467042136E+03  -0.190768269762E-02   0.828366219990E+04  -0.260655100252E+00  -0.105347587727E+05 
  0.227656968247E+01  -0.126000681128E+01  -0.749626103858E-06   0.639822778481E+02  -0.602927952957E+01  -0.763579068017E+03   0.106162084565E-01  -0.141080914294E+05   0.186225989141E+03  -0.248367293459E-02   0.939205881998E+04  -0.324780598301E+00  -0.141098699586E+05 
  0.227649065195E+01  -0.127000649898E+01  -0.610758934538E-06   0.721084318017E+02  -0.682781674790E+01  -0.863719076921E+03   0.119881142835E-01  -0.195736539005E+05   0.239896217938E+03  -0.321768149160E-02   0.106631791253E+05  -0.417779743480E+00  -0.195757763082E+05 
  0.227641153695E+01  -0.128000618601E+01  -0.472096765680E-06   0.813027901291E+02  -0.773630712943E+01  -0.977554706870E+03   0.135495357755E-01  -0.286445121349E+05   0.323626542296E+03  -0.436543732644E-02   0.121397444102E+05  -0.563640593536E+00  -0.286472513758E+05 
  0.227633234250E+01  -0.129000587242E+01  -0.333602028668E-06   0.917138393665E+02  -0.877304002111E+01  -0.110755226221E+04   0.153356657601E-01  -0.459054274697E+05   0.474723084436E+03  -0.645063123164E-02   0.139209556669E+05  -0.826920744940E+00  -0.459093355261E+05 
  0.227625307383E+01  -0.130000555824E+01  -0.195251304902E-06   0.103522808623E+03  -0.997386031047E+01  -0.125830852174E+04   0.174105717591E-01  -0.890750576994E+05   0.837314881405E+03  -0.114635349951E-01   0.164392790943E+05  -0.145838573311E+01  -0.890818234000E+05 
  0.227614100000E+01  -0.131413100000E+01   0.444089209850E-15   0.122425234019E+03   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00  -0.137437119222E+07   0.359648652825E-01   0.765555489657E-04  -0.137437118826E+07   0.791565675855E-04  -0.137437128176E+07 
# End gradient path

# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b1 (bond) ncp: 17 ncpcel: 17
# rho: 3.136071103E-01 grad: 1.627615004E-15 lap: -9.082523745E-01
# starting position (cryst.): 0.65862027   0.49664436   0.49411766   
# starting position (bohr): 2.28034179   -0.00002203  -0.00001293  
# starting path direction (bohr): 0.00000037   1.00000000   -0.00000247  
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 2 ncpcel: 2
# rho: 1.224252334E+02 grad: 0.000000000E+00 lap: -4.123113643E+06
# end position (cryst.): 0.65832188   0.58998961   0.49411927   
# end position (bohr): 2.27614100   1.31413100   0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
