# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b5 (bond) ncp: 13 ncpcel: 13
# rho: 3.137795072E-01 grad: 2.500538196E-15 lap: -9.019386871E-01
# starting position (cryst.): 0.57733558   0.35645714   0.49411765   
# starting position (bohr): 1.13598238   -1.97363576  -0.00001294  
# starting path direction (bohr): -0.86641020  -0.49933291  0.00000125   
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 4 ncpcel: 4
# rho: 1.224259735E+02 grad: 0.000000000E+00 lap: -4.123135600E+06
# end position (cryst.): 0.49664593   0.30995864   0.49411927   
# end position (bohr): 0.00000000   -2.62826100  0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
 -0.200203562872E+01  -0.147361233678E+01  -0.565757008175E-05   0.332238764493E+01  -0.292524094871E+02   0.170158000140E+02   0.606548367490E-03   0.264699592739E+03  -0.215428619377E+03  -0.551988733116E-02   0.181144246192E+02   0.417002616870E-02  -0.107598349799E+03 
 -0.201068012792E+01  -0.146858514735E+01  -0.548164103709E-05   0.368107313032E+01  -0.328308052781E+02   0.190885787818E+02   0.661600331465E-03   0.296865855978E+03  -0.243917256340E+03  -0.727678315800E-02   0.175294873969E+02   0.488637732961E-02  -0.124680099670E+03 
 -0.201932561191E+01  -0.146355965170E+01  -0.530808120880E-05   0.408363977847E+01  -0.368557958982E+02   0.214198024245E+02   0.736956218784E-03   0.333025726039E+03  -0.276374186776E+03  -0.892223019896E-02   0.163651150066E+02   0.596836058803E-02  -0.144480368610E+03 
 -0.202797196035E+01  -0.145853564346E+01  -0.513544500036E-05   0.453558808958E+01  -0.413879098673E+02   0.240448427373E+02   0.824792103603E-03   0.373891457159E+03  -0.313604009588E+03  -0.102946825908E-01   0.146412315870E+02   0.653010175626E-02  -0.167599974366E+03 
 -0.203661903926E+01  -0.145351289260E+01  -0.496352538049E-05   0.504317188722E+01  -0.464957414366E+02   0.270038098043E+02   0.922724353757E-03   0.419638100778E+03  -0.355994733234E+03  -0.117330162236E-01   0.120439775063E+02   0.721022406757E-02  -0.194707080509E+03 
 -0.204526652879E+01  -0.144849084872E+01  -0.479186499192E-05   0.561342734841E+01  -0.522436835658E+02   0.303376071587E+02   0.103591202410E-02   0.469651450570E+03  -0.404405605937E+03  -0.136746073921E-01   0.803745764531E+01   0.869606068065E-02  -0.226625906926E+03 
 -0.205391396256E+01  -0.144346870881E+01  -0.461934695517E-05   0.625421286416E+01  -0.587087145882E+02   0.340952292431E+02   0.117130013439E-02   0.525598110823E+03  -0.459677177083E+03  -0.163977992586E-01   0.229608154362E+01   0.108280402159E-01  -0.264335993110E+03 
 -0.206256096568E+01  -0.143844582748E+01  -0.444420037304E-05   0.697437885533E+01  -0.659831359182E+02   0.383294836400E+02   0.133966741491E-02   0.588172321667E+03  -0.522767352352E+03  -0.200808552187E-01  -0.562468908760E+01   0.136809924102E-01  -0.308857788490E+03 
 -0.207120723033E+01  -0.143342167504E+01  -0.426505134454E-05   0.778389410203E+01  -0.741676650318E+02   0.431001206621E+02   0.154740547010E-02   0.657759292211E+03  -0.594861132482E+03  -0.241658489198E-01  -0.164207649212E+02   0.162801343822E-01  -0.361670043562E+03 
 -0.207985248666E+01  -0.142839578776E+01  -0.408338613456E-05   0.869396427078E+01  -0.833746570604E+02   0.484741901320E+02   0.177281597371E-02   0.735003829096E+03  -0.677363037465E+03  -0.248660238129E-01  -0.309127098177E+02   0.152375037557E-01  -0.424511762644E+03 
 -0.208849651408E+01  -0.142336778718E+01  -0.390103097958E-05   0.971718000382E+01  -0.937296678067E+02   0.545269500463E+02   0.198854533386E-02   0.820611594489E+03  -0.771838806064E+03  -0.272122449432E-01  -0.501832381670E+02   0.161931071306E-01  -0.499532278598E+03 
 -0.209714054151E+01  -0.141833978660E+01  -0.371867582505E-05   0.108676814574E+02  -0.105374117300E+03   0.613425294025E+02   0.222650679273E-02   0.915834880748E+03  -0.880220620243E+03  -0.308782823524E-01  -0.757811057461E+02   0.181250799742E-01  -0.589280735579E+03 
 -0.210578210739E+01  -0.141330755657E+01  -0.353662032326E-05   0.121613804742E+02  -0.118474820943E+03   0.690134919042E+02   0.249165880428E-02   0.102202402746E+04  -0.100509277368E+04  -0.352717144020E-01  -0.109346687667E+03   0.204890933780E-01  -0.696845357357E+03 
 -0.211442225192E+01  -0.140827288652E+01  -0.335525632567E-05   0.136162502641E+02  -0.133225106090E+03   0.776508784128E+02   0.279266425319E-02   0.114110647962E+04  -0.114952141007E+04  -0.407893852770E-01  -0.152991548839E+03   0.234103985671E-01  -0.826031476458E+03 
 -0.212306127755E+01  -0.140323629679E+01  -0.317437363373E-05   0.152526618784E+02  -0.149847932220E+03   0.873794715115E+02   0.313446686931E-02   0.127413588029E+04  -0.131698344536E+04  -0.470153775606E-01  -0.209810403938E+03   0.269007759206E-01  -0.982091279469E+03 
 -0.213169953546E+01  -0.139819839046E+01  -0.299376559942E-05   0.170937115550E+02  -0.168597990154E+03   0.983417446151E+02   0.352306936371E-02   0.142273253389E+04  -0.151216955674E+04  -0.543163638623E-01  -0.283887991103E+03   0.309634933747E-01  -0.117147581962E+04 
 -0.214033746141E+01  -0.139315991497E+01  -0.281330394092E-05   0.191656373640E+02  -0.189770767820E+03   0.110701586415E+03   0.396329977921E-02   0.158877099484E+04  -0.174080501959E+04  -0.628002173099E-01  -0.380568358445E+03   0.355094065759E-01  -0.140262778698E+04 
 -0.214897554931E+01  -0.138812171713E+01  -0.263290405300E-05   0.214983210408E+02  -0.213709125545E+03   0.124648610326E+03   0.446234142909E-02   0.177344620920E+04  -0.201020676056E+04  -0.727652513421E-01  -0.506910345188E+03   0.410087437474E-01  -0.168661001689E+04 
 -0.215761426372E+01  -0.138308459361E+01  -0.245251797049E-05   0.241258349101E+02  -0.240802618796E+03   0.140402721470E+03   0.502785960263E-02   0.197716873615E+04  -0.232967540134E+04  -0.844139858767E-01  -0.672489956713E+03   0.476447373594E-01  -0.203817992358E+04 
 -0.216625395735E+01  -0.137804914986E+01  -0.227215129822E-05   0.270870371498E+02  -0.271493658782E+03   0.158218634897E+03   0.566797455005E-02   0.219921200204E+04  -0.271101703467E+04  -0.980086542014E-01  -0.890485678351E+03   0.555899612293E-01  -0.247721216837E+04 
 -0.217489481006E+01  -0.137301569534E+01  -0.209187056432E-05   0.304262072982E+02  -0.306276472847E+03   0.178387333091E+03   0.639052357155E-02   0.243673981770E+04  -0.316925732918E+04  -0.114018534294E+00  -0.117952158852E+04   0.650812800685E-01  -0.303103775956E+04 
 -0.218353681024E+01  -0.136798421117E+01  -0.191178389297E-05   0.341936687507E+02  -0.345695641161E+03   0.201235471221E+03   0.720423851447E-02   0.268418485610E+04  -0.372394758173E+04  -0.133098363682E+00  -0.156619357720E+04   0.765010937766E-01  -0.373791197407E+04 
 -0.219217881042E+01  -0.136295272701E+01  -0.173169722162E-05   0.384464088462E+02  -0.390354111887E+03   0.227117236195E+03   0.811796527652E-02   0.293301593814E+04  -0.440176750413E+04  -0.156287694374E+00  -0.208932228106E+04   0.903671524618E-01  -0.465264601809E+04 
 -0.220082260713E+01  -0.135792432981E+01  -0.155216891162E-05   0.432487932956E+02  -0.440912562317E+03   0.256449241445E+03   0.914716817850E-02   0.317002434990E+04  -0.524172243285E+04  -0.185291704349E+00  -0.280632795267E+04   0.107547055241E+00  -0.585612651835E+04 
 -0.220946701560E+01  -0.135289698438E+01  -0.137308490844E-05   0.486735263500E+02  -0.498143331416E+03   0.289679996104E+03   0.103094272211E-01   0.337446427576E+04  -0.630274640958E+04  -0.222382975650E+00  -0.380690299057E+04   0.129288982016E+00  -0.747243378089E+04 
 -0.221811173692E+01  -0.134787017690E+01  -0.119439685520E-05   0.548029535344E+02  -0.562946862847E+03   0.327331069592E+03   0.116263131362E-01   0.350854087426E+04  -0.767846415219E+04  -0.270904928755E+00  -0.523672285263E+04   0.157569286199E+00  -0.970152306413E+04 
 -0.222675661554E+01  -0.134284363997E+01  -0.101602384195E-05   0.617306877957E+02  -0.636378036340E+03   0.370010292526E+03   0.131220549353E-01   0.349999249751E+04  -0.952615812924E+04  -0.336320876185E+00  -0.734749907402E+04   0.195612626405E+00  -0.128862939198E+05 
 -0.223540157136E+01  -0.133781723580E+01  -0.837880296256E-06   0.695635313367E+02  -0.719673317638E+03   0.418431317674E+03   0.148231911752E-01   0.320496261192E+04  -0.121335964029E+05  -0.428663942990E+00  -0.106105182835E+05   0.249291419435E+00  -0.176651722381E+05 
 -0.224404656578E+01  -0.133279089803E+01  -0.659896714161E-06   0.784238807777E+02  -0.814312408257E+03   0.473451037768E+03   0.167600325186E-01   0.231238513231E+04  -0.160957636638E+05  -0.568881534788E+00  -0.160139635561E+05   0.330802282831E+00  -0.253721842083E+05 
 -0.225269158099E+01  -0.132776459600E+01  -0.482025843240E-06   0.884534166619E+02  -0.922204673451E+03   0.536177744415E+03   0.189711451232E-01   0.378046397548E+02  -0.228868452551E+05  -0.809042643513E+00  -0.260205454745E+05   0.470419364599E+00  -0.393270992592E+05 
 -0.226133660962E+01  -0.132273831706E+01  -0.304245456828E-06   0.998213654538E+02  -0.104645301764E+04   0.608414672172E+03   0.215197289916E-01  -0.624541715899E+04  -0.374652496931E+05  -0.132438092126E+01  -0.489023387701E+05   0.769982949761E+00  -0.706847945954E+05 
 -0.226998164629E+01  -0.131771205195E+01  -0.126531564337E-06   0.112760107092E+03  -0.119743614044E+04   0.696194111945E+03   0.246140016958E-01  -0.337308021371E+05  -0.934178030134E+05  -0.330088907730E+01  -0.140094758502E+06   0.191910679754E+01  -0.194407968918E+06 
 -0.227614100000E+01  -0.131413100000E+01   0.444089209850E-15   0.122425233376E+03   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00  -0.137437118660E+07  -0.354567218993E-01  -0.757610000816E-04  -0.137437118195E+07   0.789441024547E-04  -0.137437127521E+07 
# End gradient path

# Gradient from BCP/RCP (upwards)
# number of points: 123
# ---- origin of the path ---- 
# name: b6 (bond) ncp: 15 ncpcel: 15
# rho: 3.137795041E-01 grad: 1.486929287E-11 lap: -9.019375275E-01
# starting position (cryst.): 0.41595313   0.35645707   0.49411765   
# starting position (bohr): -1.13602663  -1.97363680  -0.00001294  
# starting path direction (bohr): 0.86641064   -0.49933216  0.00000050   
# ---- end of the path ---- 
# name: C_ (nucleus) ncp: 4 ncpcel: 4
# rho: 1.224259735E+02 grad: 0.000000000E+00 lap: -4.123135600E+06
# end position (cryst.): 0.49664593   0.30995864   0.49411927   
# end position (bohr): 0.00000000   -2.62826100  0.00000000   
# 
#          x                    y                    z                  rho                 rhox                 rhoy                 rhoz                rhoxx                rhoxy                rhoxz                rhoyy                rhoyz                rhozz 
 -0.113602662696E+01  -0.197363680288E+01  -0.129364610237E-04   0.313779504145E+00  -0.142375111199E-10   0.427230072066E-11   0.369586348614E-12   0.934621690163E-01  -0.445047514304E+00   0.178954427567E-06  -0.422266073221E+00  -0.611115295185E-06  -0.573133623321E+00 
 -0.104938556295E+01  -0.202357001855E+01  -0.128866068239E-04   0.315516820667E+00   0.299355660298E-01  -0.172427971746E-01  -0.754509088410E-07   0.841076075631E-01  -0.443065318104E+00   0.999414382141E-05  -0.431736478169E+00   0.570716893210E-05  -0.579640617757E+00 
 -0.104071939469E+01  -0.202855976079E+01  -0.128476075623E-04   0.315879214026E+00   0.328704589203E-01  -0.189263275085E-01   0.999666700507E-07   0.827091703519E-01  -0.443019075130E+00   0.372893418508E-04  -0.432875016089E+00   0.252906178880E-05  -0.580747833864E+00 
 -0.103205322642E+01  -0.203354950303E+01  -0.128086083002E-04   0.316275350286E+00   0.357881778669E-01  -0.206003729768E-01   0.431753265051E-06   0.806589330272E-01  -0.442701594295E+00   0.411833623530E-04  -0.434492257446E+00   0.948532792243E-07  -0.582000995021E+00 
 -0.102338626209E+01  -0.203853786239E+01  -0.126855253697E-04   0.316705014602E+00   0.386866434565E-01  -0.222643072264E-01   0.611254114711E-06   0.788058495938E-01  -0.442487986279E+00   0.148877290685E-04  -0.436199319729E+00   0.502278038177E-05  -0.583263008377E+00 
 -0.101471895330E+01  -0.204352562326E+01  -0.125590442677E-04   0.317167999458E+00   0.415664939213E-01  -0.239190715100E-01   0.592485652830E-06   0.765134033418E-01  -0.442271447522E+00   0.606592231127E-05  -0.437636214164E+00   0.582045799164E-05  -0.585063299673E+00 
 -0.100605174392E+01  -0.204851355684E+01  -0.124531938241E-04   0.317664084985E+00   0.444240915945E-01  -0.255666386565E-01   0.495576648524E-06   0.735483886060E-01  -0.442191839405E+00  -0.364193672792E-05  -0.438985634724E+00   0.126449648251E-04  -0.587093751345E+00 
 -0.997385047539E+00  -0.205350238174E+01  -0.123859879109E-04   0.318193001695E+00   0.472528671868E-01  -0.272028866900E-01   0.286556784126E-06   0.710086590273E-01  -0.442208797580E+00  -0.147190974495E-04  -0.441126400245E+00   0.222519878287E-04  -0.589182818797E+00 
 -0.988719013477E+00  -0.205849235706E+01  -0.123568451524E-04   0.318754519740E+00   0.500693922969E-01  -0.288331707284E-01   0.737441130050E-07   0.691756039214E-01  -0.442897126505E+00  -0.104937340437E-04  -0.442455599999E+00   0.492302158100E-05  -0.590661380360E+00 
 -0.980053686399E+00  -0.206348355998E+01  -0.123470851130E-04   0.319348513737E+00   0.528721025029E-01  -0.304579129023E-01   0.864530671174E-08   0.673084430902E-01  -0.442935623675E+00  -0.509244495948E-05  -0.444832850419E+00  -0.835230676428E-05  -0.593002577433E+00 
 -0.971388985182E+00  -0.206847584932E+01  -0.123524706184E-04   0.319974766955E+00   0.556486810022E-01  -0.320670104116E-01  -0.126432180093E-06   0.638087563382E-01  -0.442527026629E+00  -0.314621270451E-04  -0.447368525256E+00  -0.291581598436E-04  -0.596205393698E+00 
 -0.962724508665E+00  -0.207346852863E+01  -0.123223865298E-04   0.320632958176E+00   0.584056855134E-01  -0.336584835198E-01   0.145981071824E-06   0.634365928027E-01  -0.442439203585E+00   0.412132296054E-04  -0.449840520677E+00  -0.619402852160E-04  -0.598074876999E+00 
 -0.954059930688E+00  -0.207846103185E+01  -0.122688769699E-04   0.321322978170E+00   0.611657900266E-01  -0.352449277807E-01   0.606622093362E-06   0.630212452063E-01  -0.443150457544E+00  -0.295585432594E-06  -0.451820725835E+00  -0.189900748362E-05  -0.600307039833E+00 
 -0.945395141588E+00  -0.208345316866E+01  -0.122203797694E-04   0.322044794006E+00   0.639176156940E-01  -0.368249281082E-01   0.411417698203E-06   0.611374668861E-01  -0.443639355670E+00  -0.158266163088E-04  -0.454342962701E+00   0.780511133848E-05  -0.603140780757E+00 
 -0.936730352489E+00  -0.208844530546E+01  -0.121718825681E-04   0.322798271770E+00   0.666594032137E-01  -0.384001929186E-01   0.315245009642E-06   0.601744247620E-01  -0.445063264327E+00  -0.318581212281E-05  -0.456618593795E+00  -0.304043712343E-04  -0.605531685752E+00 
 -0.928065187587E+00  -0.209343678993E+01  -0.121135997508E-04   0.323583384261E+00   0.694030376628E-01  -0.399768084380E-01   0.568864572819E-06   0.594698210863E-01  -0.446215103612E+00  -0.114364801682E-04  -0.459315605826E+00  -0.925963639157E-04  -0.608226496220E+00 
 -0.919399676484E+00  -0.209842767335E+01  -0.120302632260E-04   0.324400119091E+00   0.721446967448E-01  -0.415484855630E-01   0.755540131996E-06   0.589699722658E-01  -0.447033401399E+00  -0.791802465451E-04  -0.461450847623E+00  -0.149536959595E-03  -0.611249955086E+00 
 -0.910733877245E+00  -0.210341805646E+01  -0.119225799184E-04   0.325248452094E+00   0.748839628082E-01  -0.431214431229E-01   0.104391388893E-05   0.572609080234E-01  -0.448272476961E+00   0.607509029058E-05  -0.462688898763E+00  -0.128630392264E-03  -0.615107832188E+00 
 -0.902067927859E+00  -0.210840817882E+01  -0.118093325803E-04   0.326128344697E+00   0.776183166768E-01  -0.446942167798E-01   0.103958458837E-05   0.573564928863E-01  -0.449294842475E+00  -0.405048826545E-04  -0.465952874229E+00   0.122957323448E-04  -0.619842368694E+00 
 -0.893401675792E+00  -0.211339777551E+01  -0.117449919670E-04   0.327039791942E+00   0.803600645646E-01  -0.462636878170E-01   0.453899928314E-06   0.578572565159E-01  -0.451478593689E+00  -0.624603821691E-04  -0.467552136437E+00   0.295889255723E-04  -0.623661462386E+00 
 -0.884735726505E+00  -0.211838789805E+01  -0.117600430269E-04   0.327983035294E+00   0.831360428928E-01  -0.478713696240E-01  -0.390495833551E-06   0.599873325034E-01  -0.456340759460E+00  -0.810521923065E-04  -0.465362103291E+00   0.574544846216E-04  -0.627820129029E+00 
 -0.876070734798E+00  -0.212337968317E+01  -0.118709945234E-04   0.328958671370E+00   0.859577429289E-01  -0.495245351746E-01  -0.136244579317E-05   0.623152443414E-01  -0.461187604020E+00  -0.873092226509E-04  -0.465673870861E+00   0.834093797434E-04  -0.632385021995E+00 
 -0.867406703595E+00  -0.212837313521E+01  -0.120635471199E-04   0.329967201021E+00   0.888077018745E-01  -0.511925413787E-01  -0.256074251073E-05   0.638666989898E-01  -0.464867831654E+00  -0.598788513487E-04  -0.470621019836E+00   0.826834702720E-04  -0.636968839181E+00 
 -0.858743567297E+00  -0.213336813966E+01  -0.122054376011E-04   0.331009081712E+00   0.917301138866E-01  -0.528961392765E-01  -0.220228606260E-05   0.710017609093E-01  -0.471583725443E+00   0.203801824257E-03  -0.470895888528E+00   0.400650003591E-04  -0.639806670629E+00 
 -0.850081551026E+00  -0.213836508614E+01  -0.121839241638E-04   0.332085366345E+00   0.947515193479E-01  -0.546639340876E-01   0.406393516738E-06   0.780452565917E-01  -0.479901262389E+00   0.366314477095E-03  -0.470184822730E+00  -0.189756431563E-04  -0.644304684730E+00 
 -0.841419534755E+00  -0.214336203262E+01  -0.121624107257E-04   0.333197347560E+00   0.978902267378E-01  -0.565122213827E-01   0.247320591582E-05   0.870049848893E-01  -0.490000643997E+00   0.333336575741E-04  -0.474121891554E+00   0.110249899541E-03  -0.650354456652E+00 
 -0.832759228945E+00  -0.214836194295E+01  -0.120464074493E-04   0.334346445376E+00   0.101161795046E+00  -0.584101947823E-01   0.837285004932E-06   0.982254000866E-01  -0.498975463142E+00  -0.118038699784E-03  -0.478120249549E+00   0.122461004116E-03  -0.655807728828E+00 
 -0.824098950343E+00  -0.215336190040E+01  -0.120824031331E-04   0.335534181337E+00   0.104584370784E+00  -0.603790419474E-01  -0.134075997285E-05   0.110404765616E+00  -0.508505927502E+00  -0.227657597038E-03  -0.478994014929E+00   0.155024610357E-03  -0.661959744665E+00 
 -0.815438550943E+00  -0.215836164861E+01  -0.123184602687E-04   0.336762239628E+00   0.108147666023E+00  -0.624340351540E-01  -0.398182828576E-05   0.118882902814E+00  -0.519378605430E+00  -0.196326620678E-03  -0.478641403787E+00   0.178698444064E-03  -0.667841104624E+00 
 -0.806778170608E+00  -0.216336142983E+01  -0.127323173014E-04   0.338032283990E+00   0.111866498169E+00  -0.645836636593E-01  -0.629549381163E-05   0.134922075786E+00  -0.531718834020E+00  -0.203892185397E-03  -0.481429167291E+00   0.112304081759E-03  -0.673678827973E+00 
 -0.798117164621E+00  -0.216836012717E+01  -0.132267017472E-04   0.339346441247E+00   0.115800051480E+00  -0.668287923144E-01  -0.730888546140E-05   0.152819465959E+00  -0.544648456053E+00  -0.498299130549E-04  -0.484346198705E+00  -0.962945688971E-04  -0.681476810679E+00 
 -0.789454961983E+00  -0.217335675056E+01  -0.135699769288E-04   0.340707158679E+00   0.119969022255E+00  -0.691888838750E-01  -0.471169977872E-05   0.172797990578E+00  -0.559898710219E+00   0.283516769163E-03  -0.484692106055E+00  -0.481860883619E-03  -0.689610895371E+00 
 -0.780791425493E+00  -0.217835106087E+01  -0.135847593508E-04   0.342117288425E+00   0.124416456650E+00  -0.717083999465E-01   0.173345349287E-05   0.200405193833E+00  -0.580411110676E+00   0.433762181718E-03  -0.480652843841E+00  -0.553246270649E-03  -0.696806519623E+00 
 -0.772125936633E+00  -0.218334198292E+01  -0.134825216422E-04   0.343580703888E+00   0.129252993493E+00  -0.744341395683E-01   0.344671996610E-05   0.235721205757E+00  -0.601003701254E+00  -0.563083771973E-04  -0.480339436619E+00   0.314665841485E-03  -0.707903467851E+00 
 -0.763457709305E+00  -0.218832814727E+01  -0.133686824757E-04   0.345101974359E+00   0.134533753596E+00  -0.773647183372E-01   0.191877294962E-05   0.277542713721E+00  -0.627303634652E+00   0.680002337488E-04  -0.477046521374E+00   0.246698315003E-03  -0.717495441202E+00 
 -0.754786923193E+00  -0.219330986065E+01  -0.131849091853E-04   0.346686589231E+00   0.140354802255E+00  -0.805938849376E-01   0.241092610690E-05   0.327330558024E+00  -0.661556814687E+00   0.253827659251E-03  -0.464348730578E+00   0.123315126170E-04  -0.724879879009E+00 
 -0.746116137080E+00  -0.219829157402E+01  -0.130011358941E-04   0.348341473458E+00   0.146803494389E+00  -0.842339607659E-01   0.571834891305E-05   0.376738522286E+00  -0.699318629800E+00   0.352281777420E-03  -0.444308946106E+00  -0.256597665187E-03  -0.733571527139E+00 
 -0.737442934177E+00  -0.220326907854E+01  -0.125685244643E-04   0.350074144670E+00   0.153870801499E+00  -0.883063932701E-01   0.870627613625E-05   0.426458946871E+00  -0.740598480934E+00  -0.397833855127E-04  -0.431530021121E+00  -0.133114843725E-03  -0.754779215641E+00 
 -0.728769982451E+00  -0.220824702071E+01  -0.122461758787E-04   0.351892071632E+00   0.161578053864E+00  -0.927427102182E-01   0.412231993802E-05   0.483597275332E+00  -0.781404599728E+00  -0.496213378510E-03  -0.430380139067E+00   0.197602766180E-03  -0.778816022294E+00 
 -0.720097220926E+00  -0.221322529426E+01  -0.120839791582E-04   0.353803485427E+00   0.170118527530E+00  -0.976530809997E-01   0.213252132914E-05   0.555372528155E+00  -0.834139742216E+00  -0.725898274105E-04  -0.407656957709E+00   0.822120996458E-04  -0.793213881273E+00 
 -0.711427157724E+00  -0.221820826566E+01  -0.120036842564E-04   0.355818672620E+00   0.179504004712E+00  -0.103214118943E+00   0.101652678067E-05   0.615937418647E+00  -0.893970175796E+00  -0.880868984452E-04  -0.365927915261E+00   0.825694283924E-04  -0.812208288997E+00 
 -0.702763529264E+00  -0.222320241643E+01  -0.120142551872E-04   0.357948398205E+00   0.189751042142E+00  -0.109506990067E+00  -0.861946703427E-06   0.692891946774E+00  -0.955723860194E+00  -0.226008853140E-03  -0.322384469885E+00   0.197740823749E-03  -0.832778545879E+00 
 -0.694105398123E+00  -0.222820609160E+01  -0.121500445642E-04   0.360205202993E+00   0.201258070057E+00  -0.116449690092E+00  -0.429272287696E-05   0.818877297226E+00  -0.101770187820E+01  -0.243223192780E-03  -0.322224885680E+00   0.293529063624E-03  -0.854949737460E+00 
 -0.685450457454E+00  -0.223321528334E+01  -0.123941873986E-04   0.362603865072E+00   0.214161197108E+00  -0.124047495481E+00  -0.745308697635E-05   0.940674424974E+00  -0.110186252931E+01  -0.191708670929E-03  -0.304352266299E+00   0.279073333358E-03  -0.879193859694E+00 
 -0.676796707381E+00  -0.223822653165E+01  -0.126253523067E-04   0.365161181471E+00   0.228689957945E+00  -0.132500307394E+00  -0.779528024034E-05   0.108686705531E+01  -0.120266808319E+01   0.316652978324E-03  -0.297495461615E+00   0.223574795914E-04  -0.900789431824E+00 
 -0.668142518493E+00  -0.224323702212E+01  -0.126748937275E-04   0.367896962269E+00   0.245099803801E+00  -0.141942410549E+00  -0.156727723160E-05   0.125333645339E+01  -0.131590960394E+01   0.887873658467E-03  -0.277641111448E+00  -0.338534634603E-03  -0.929982062011E+00 
 -0.659486676866E+00  -0.224824465686E+01  -0.125702954024E-04   0.370833923482E+00   0.263634701673E+00  -0.152523009367E+00   0.721077467415E-05   0.143834295126E+01  -0.143930584856E+01   0.482644475645E-03  -0.254673398481E+00  -0.164470008427E-03  -0.964882321895E+00 
 -0.650830835240E+00  -0.225325229160E+01  -0.124656970768E-04   0.373997457808E+00   0.284538731376E+00  -0.164408955304E+00   0.762940005487E-05   0.164775415468E+01  -0.158536693819E+01   0.866313517688E-07  -0.219852066767E+00   0.894089934972E-04  -0.997234238037E+00 
 -0.642171044095E+00  -0.225825309327E+01  -0.122672999385E-04   0.377416451412E+00   0.308061803210E+00  -0.177803367008E+00   0.683249378118E-05   0.186376091448E+01  -0.174457301526E+01  -0.582519590656E-04  -0.184324616493E+00   0.882880687286E-04  -0.104344193999E+01 
 -0.633509408015E+00  -0.226325069873E+01  -0.121121327288E-04   0.381121705723E+00   0.334250578294E+00  -0.192802799701E+00   0.504054547102E-05   0.207318774359E+01  -0.190875081211E+01  -0.266484606313E-03  -0.150232212725E+00   0.581510958481E-04  -0.109651971586E+01 
 -0.624846574477E+00  -0.226824622824E+01  -0.120161143924E-04   0.385144802105E+00   0.363349047171E+00  -0.209481924156E+00   0.303198356436E-05   0.235578790192E+01  -0.209941742039E+01   0.105562945709E-04  -0.102133652132E+00   0.379329580361E-04  -0.114793747743E+01 
 -0.616182544079E+00  -0.227323968168E+01  -0.119141647374E-04   0.389523752648E+00   0.396046295741E+00  -0.228204522562E+00   0.466566707722E-05   0.265582963049E+01  -0.231501632769E+01   0.280273147646E-03  -0.472148948974E-01  -0.359476837941E-03  -0.121364643548E+01 
 -0.607518107117E+00  -0.227823242963E+01  -0.117101240802E-04   0.394301619830E+00   0.432611671937E+00  -0.249248733952E+00   0.119134663684E-04   0.298144759448E+01  -0.255799772030E+01   0.714602155125E-03   0.317258618835E-01  -0.837844395191E-03  -0.128486763143E+01 
 -0.598854216943E+00  -0.228322612636E+01  -0.114317164464E-04   0.399525890638E+00   0.473459128914E+00  -0.272934584651E+00   0.192476943138E-04   0.337713602644E+01  -0.282732944143E+01  -0.310699330414E-04   0.122081096250E+00   0.109175360577E-03  -0.137601978970E+01 
 -0.590190470884E+00  -0.228822007311E+01  -0.112204209288E-04   0.405252124676E+00   0.519673023463E+00  -0.299573226444E+00   0.116890767169E-04   0.385822713539E+01  -0.314036815589E+01  -0.558722108739E-03   0.213737373072E+00   0.518517444285E-03  -0.147511572636E+01 
 -0.581526663835E+00  -0.229321391406E+01  -0.110547003582E-04   0.411545873437E+00   0.571953636005E+00  -0.329666838865E+00   0.802320976050E-05   0.439902669256E+01  -0.349955951842E+01   0.280077052982E-03   0.339164951453E+00   0.316849309078E-03  -0.157324919581E+01 
 -0.572862906566E+00  -0.229820784136E+01  -0.108479614962E-04   0.418482075263E+00   0.631174893668E+00  -0.363829164835E+00   0.128132326273E-04   0.501777654016E+01  -0.392026263509E+01   0.117006306312E-02   0.490824732914E+00   0.164927506003E-04  -0.169279174488E+01 
 -0.564198531936E+00  -0.230320069748E+01  -0.105381206423E-04   0.426146435531E+00   0.698193477605E+00  -0.402383884131E+00   0.258422534712E-04   0.569099366571E+01  -0.436235196142E+01   0.181143866755E-02   0.583729932699E+00  -0.488916822277E-04  -0.184731107212E+01 
 -0.555534157306E+00  -0.230819355359E+01  -0.102282797894E-04   0.434631323873E+00   0.773713251046E+00  -0.445604881281E+00   0.410762141710E-04   0.643620594621E+01  -0.487048419463E+01   0.151578687025E-02   0.729118327613E+00  -0.114541166721E-03  -0.202200942092E+01 
 -0.546868059312E+00  -0.231318341785E+01  -0.976431073552E-05   0.444039802386E+00   0.858627191207E+00  -0.494292500277E+00   0.465680005296E-04   0.724159850258E+01  -0.544565212922E+01  -0.508515298258E-04   0.896679339583E+00   0.177354254398E-03  -0.222715873637E+01 
 -0.538201737289E+00  -0.231817289301E+01  -0.932606124060E-05   0.454487454190E+00   0.954183594518E+00  -0.549379891799E+00   0.469293508966E-04   0.817113890237E+01  -0.612575566942E+01   0.436691686957E-03   0.111267258262E+01  -0.503151561909E-04  -0.243340199036E+01 
